item_identificador,loja_identificador,vendas_totais,item_peso,item_conteudo_gordura,item_visibilidade,item_tipo,item_preco,loja_ano_estabelecimento,loja_tamanho,loja_tipo_localizacao,loja_tipo
FDN57,OUT049,638169.3,18.25,Baixo Teor de Gordura,0.054318517000000004,Lanches,140.92,2009,Médio,Nível 1,Supermercado Tipo 1
FDN13,OUT045,130696.54,18.6,Baixo Teor de Gordura,0.15236665900000002,Café da Manhã,98.54,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDU39,OUT027,112586.78,12.857645184135977,Baixo Teor de Gordura,0.035863436000000005,Açougue,58.36,1995,Médio,Nível 3,Supermercado Tipo 3
FDP32,OUT017,178034.92,6.65,Baixo Teor de Gordura,0.08816538,Frutas e Vegetais,126.87,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDI19,OUT035,460467.28,15.1,Baixo Teor de Gordura,0.052329172,Açougue,243.15,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDR46,OUT027,336894.8,12.857645184135977,Baixo Teor de Gordura,0.138742518,Lanches,147.48,1995,Médio,Nível 3,Supermercado Tipo 3
FDD22,OUT018,346748.64,10.0,Baixo Teor de Gordura,0.10005562500000001,Lanches,113.35,2019,Médio,Nível 3,Supermercado Tipo 2
NCI18,OUT017,134624.76,18.35,Baixo Teor de Gordura,0.014103354,Cereais,225.47,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCW17,OUT046,308398.56,18.0,Baixo Teor de Gordura,0.019386234000000002,Mercearia,126.9,2007,Pequeno,Nível 1,Supermercado Tipo 1
DRD27,OUT049,228169.66,18.75,Baixo Teor de Gordura,0.023876985,Laticínios,97.4,2009,Médio,Nível 1,Supermercado Tipo 1
DRE60,OUT017,158460.4,9.395,Baixo Teor de Gordura,0.160235723,Bebidas Não Alcoólicas,227.87,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDX43,OUT018,233030.0,5.655,Baixo Teor de Gordura,0.08562236200000001,Frutas e Vegetais,167.25,2019,Médio,Nível 3,Supermercado Tipo 2
NCH54,OUT027,367521.6,12.857645184135977,Baixo Teor de Gordura,0.072317217,Cereais,160.79,1995,Médio,Nível 3,Supermercado Tipo 3
FDS31,OUT049,306734.06,13.1,Regular,0.0,Frutas e Vegetais,178.93,2009,Médio,Nível 1,Supermercado Tipo 1
FDX34,OUT035,482039.2,6.195,Baixo Teor de Gordura,0.07197191800000001,Lanches,121.31,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDM09,OUT018,135823.2,11.15,Regular,0.086281593,Lanches,170.58,2019,Médio,Nível 3,Supermercado Tipo 2
FDU19,OUT013,51732.66,8.77,Regular,0.0,Frutas e Vegetais,173.64,1997,Grande,Nível 3,Supermercado Tipo 1
FDP33,OUT019,25566.72,12.857645184135977,Baixo Teor de Gordura,0.156304192,Lanches,256.37,1995,Pequeno,Nível 1,Mercado
FDR49,OUT046,119844.0,8.71,Baixo Teor de Gordura,0.139228412,Enlatados,49.54,2007,Pequeno,Nível 1,Supermercado Tipo 1
DRC25,OUT045,206131.68,5.73,Baixo Teor de Gordura,0.045463871,Bebidas Não Alcoólicas,85.29,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDE24,OUT035,113984.96,14.85,Baixo Teor de Gordura,0.09344495,Confeitaria,141.08,2014,Pequeno,Nível 2,Supermercado Tipo 1
DRJ23,OUT027,321448.24,12.857645184135977,Baixo Teor de Gordura,0.0,Bebidas Alcoólicas,188.19,1995,Médio,Nível 3,Supermercado Tipo 3
FDA20,OUT049,149139.2,6.78,Baixo Teor de Gordura,0.066724663,Frutas e Vegetais,187.72,2009,Médio,Nível 1,Supermercado Tipo 1
FDO37,OUT018,369652.16,8.06,Baixo Teor de Gordura,0.0,Café da Manhã,232.73,2019,Médio,Nível 3,Supermercado Tipo 2
NCZ17,OUT010,3795.06,12.15,Baixo Teor de Gordura,0.132952286,Mercearia,37.65,2008,Desconhecido,Nível 3,Mercado
FDM01,OUT017,287092.96,7.895,Regular,0.095102092,Café da Manhã,104.43,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCQ43,OUT045,87352.96,17.75,Baixo Teor de Gordura,0.11152734800000001,Outros,110.29,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDY03,OUT027,315056.56,12.857645184135977,Regular,0.075753207,Açougue,111.12,1995,Médio,Nível 3,Supermercado Tipo 3
FDR15,OUT027,372315.36,12.857645184135977,Regular,0.033276066,Açougue,153.83,1995,Médio,Nível 3,Supermercado Tipo 3
FDP45,OUT017,302006.88,15.7,Regular,0.03079807,Lanches,252.97,2017,Desconhecido,Nível 2,Supermercado Tipo 1
DRH01,OUT046,208528.56,17.5,Baixo Teor de Gordura,0.097904029,Bebidas Não Alcoólicas,174.87,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDD02,OUT045,319983.48,16.6,Baixo Teor de Gordura,0.050392993000000004,Enlatados,118.41,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDU21,OUT019,3395.58,12.857645184135977,Regular,0.134327613,Lanches,35.06,1995,Pequeno,Nível 1,Mercado
NCQ54,OUT018,387429.02,17.7,Baixo Teor de Gordura,0.012593467,Cereais,167.65,2019,Médio,Nível 3,Supermercado Tipo 2
FDL21,OUT013,67911.6,15.85,Regular,0.0071404680000000005,Lanches,40.85,1997,Grande,Nível 3,Supermercado Tipo 1
FDL22,OUT027,262591.52,12.857645184135977,Baixo Teor de Gordura,0.036213953,Lanches,92.55,1995,Médio,Nível 3,Supermercado Tipo 3
FDX12,OUT046,409733.32,18.2,Regular,0.026064486,Confeitaria,241.82,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDP10,OUT045,148207.08,19.0,Baixo Teor de Gordura,0.128349909,Lanches,106.56,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDR57,OUT035,141415.92,5.675,Regular,0.023492524,Lanches,155.53,2014,Pequeno,Nível 2,Supermercado Tipo 1
DRE49,OUT045,273244.32,20.75,Baixo Teor de Gordura,0.021293097,Bebidas Não Alcoólicas,151.9,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDR48,OUT049,151802.4,11.65,Baixo Teor de Gordura,0.13170868200000002,Confeitaria,152.3,2009,Médio,Nível 1,Supermercado Tipo 1
FDC17,OUT017,504942.72,12.15,Baixo Teor de Gordura,0.015548178000000001,Alimentos Congelados,211.29,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDN04,OUT045,339025.36,11.8,Regular,0.014115626000000001,Alimentos Congelados,178.53,2012,Desconhecido,Nível 2,Supermercado Tipo 1
DRE12,OUT045,124504.6,4.59,Baixo Teor de Gordura,0.0,Bebidas Não Alcoólicas,111.19,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCN18,OUT035,156596.16,8.895,Baixo Teor de Gordura,0.0,Cereais,111.95,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDF10,OUT049,58856.72,15.5,Regular,0.15717236,Lanches,149.14,2009,Médio,Nível 1,Supermercado Tipo 1
DRL60,OUT046,91480.92,8.52,Baixo Teor de Gordura,0.02705936,Bebidas Não Alcoólicas,153.37,2007,Pequeno,Nível 1,Supermercado Tipo 1
DRD24,OUT018,170178.48,13.85,Baixo Teor de Gordura,0.030920531,Bebidas Não Alcoólicas,141.02,2019,Médio,Nível 3,Supermercado Tipo 2
FDX47,OUT019,47138.64,12.857645184135977,Regular,0.060587738,Pães,156.83,1995,Pequeno,Nível 1,Mercado
FDW24,OUT035,29162.04,6.8,Baixo Teor de Gordura,0.03748996,Confeitaria,48.6,2014,Pequeno,Nível 2,Supermercado Tipo 1
NCF30,OUT018,113252.58,17.0,Baixo Teor de Gordura,0.126758324,Cereais,124.54,2019,Médio,Nível 3,Supermercado Tipo 2
NCM43,OUT027,554611.3999999999,12.857645184135977,Baixo Teor de Gordura,0.019381060000000002,Outros,164.32,1995,Médio,Nível 3,Supermercado Tipo 3
FDT21,OUT045,597622.08,7.42,Baixo Teor de Gordura,0.0204332,Lanches,248.91,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDU20,OUT017,180764.7,19.35,Regular,0.021578923,Frutas e Vegetais,120.51,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDF47,OUT017,224374.6,20.85,Baixo Teor de Gordura,0.098170402,Alimentos Ricos em Amido,224.07,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDM33,OUT046,440759.6,15.6,Baixo Teor de Gordura,0.087719692,Lanches,218.58,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDW51,OUT010,85222.4,6.155,Regular,0.15844121800000002,Açougue,213.76,2008,Desconhecido,Nível 3,Mercado
FDW01,OUT035,167715.02,14.5,Baixo Teor de Gordura,0.064048405,Enlatados,153.47,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDC28,OUT027,238755.88,12.857645184135977,Baixo Teor de Gordura,0.05472064200000001,Alimentos Congelados,107.83,1995,Médio,Nível 3,Supermercado Tipo 3
NCR05,OUT045,317453.44,10.1,Baixo Teor de Gordura,0.054741627,Mercearia,200.21,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCT54,OUT017,66646.58,8.695,Baixo Teor de Gordura,0.12021174700000001,Cereais,93.21,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDT45,OUT013,125569.88,15.85,Baixo Teor de Gordura,0.0,Lanches,55.2,1997,Grande,Nível 3,Supermercado Tipo 1
FDM36,OUT046,344884.4,11.65,Regular,0.058730831000000004,Confeitaria,171.94,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDW46,OUT017,117447.12,13.0,Regular,0.070699313,Lanches,65.75,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDK26,OUT049,186424.0,5.46,Regular,0.032227432,Enlatados,186.82,2009,Médio,Nível 1,Supermercado Tipo 1
FDY60,OUT010,14381.28,10.5,Regular,0.044139551000000006,Confeitaria,143.91,2008,Desconhecido,Nível 3,Mercado
FDU23,OUT013,313724.96,12.15,Baixo Teor de Gordura,0.021705417,Pães,163.52,1997,Grande,Nível 3,Supermercado Tipo 1
DRJ25,OUT045,137953.76,14.6,Baixo Teor de Gordura,0.15087286800000002,Bebidas Não Alcoólicas,47.57,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDK04,OUT027,114517.6,12.857645184135977,Baixo Teor de Gordura,0.052058711,Alimentos Congelados,55.56,1995,Médio,Nível 3,Supermercado Tipo 3
DRJ39,OUT013,109524.1,20.25,Baixo Teor de Gordura,0.036295834,Laticínios,217.55,1997,Grande,Nível 3,Supermercado Tipo 1
FDC23,OUT018,319983.48,18.0,Baixo Teor de Gordura,0.017979145000000002,Alimentos Ricos em Amido,178.37,2019,Médio,Nível 3,Supermercado Tipo 2
FDI46,OUT027,327174.12,12.857645184135977,Baixo Teor de Gordura,0.073985248,Lanches,252.57,1995,Médio,Nível 3,Supermercado Tipo 3
FDS10,OUT046,144345.44,19.2,Baixo Teor de Gordura,0.035185588000000004,Lanches,181.33,2007,Pequeno,Nível 1,Supermercado Tipo 1
NCP42,OUT018,193747.8,8.51,Baixo Teor de Gordura,0.016176344000000002,Cereais,192.15,2019,Médio,Nível 3,Supermercado Tipo 2
FDC14,OUT049,37750.86,14.5,Regular,0.041313203,Enlatados,42.05,2009,Médio,Nível 1,Supermercado Tipo 1
FDU16,OUT013,67112.64,19.25,Regular,0.058226609000000006,Alimentos Congelados,85.29,1997,Grande,Nível 3,Supermercado Tipo 1
DRD12,OUT013,173307.74,6.96,Baixo Teor de Gordura,0.077129323,Bebidas Não Alcoólicas,92.71,1997,Grande,Nível 3,Supermercado Tipo 1
FDD29,OUT013,608807.52,12.15,Baixo Teor de Gordura,0.018395194,Alimentos Congelados,251.67,1997,Grande,Nível 3,Supermercado Tipo 1
FDQ33,OUT017,376177.0,13.35,Baixo Teor de Gordura,0.091723066,Lanches,148.87,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDL46,OUT018,82492.62,20.35,Baixo Teor de Gordura,0.054277132000000006,Lanches,117.35,2019,Médio,Nível 3,Supermercado Tipo 2
NCY05,OUT017,31758.66,13.5,Baixo Teor de Gordura,0.055301055,Mercearia,34.69,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDG38,OUT045,161922.56,8.975,Regular,0.052836076,Enlatados,86.62,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDW56,OUT018,577248.6,7.68,Baixo Teor de Gordura,0.07118909999999999,Frutas e Vegetais,193.32,2019,Médio,Nível 3,Supermercado Tipo 2
DRZ24,OUT045,155797.2,7.535,Baixo Teor de Gordura,0.0,Bebidas Não Alcoólicas,121.64,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDU34,OUT027,448216.5600000001,12.857645184135977,Baixo Teor de Gordura,0.074830794,Lanches,125.9,1995,Médio,Nível 3,Supermercado Tipo 3
FDM04,OUT013,117913.18,9.195,Regular,0.047081398,Alimentos Congelados,51.17,1997,Grande,Nível 3,Supermercado Tipo 1
FDR22,OUT045,290821.44,19.35,Regular,0.018600249000000003,Lanches,110.25,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCV05,OUT017,185358.72,10.1,Baixo Teor de Gordura,0.030379382000000003,Mercearia,153.47,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDA28,OUT035,327174.12,16.1,Regular,0.047792845,Alimentos Congelados,126.14,2014,Pequeno,Nível 2,Supermercado Tipo 1
NCA53,OUT046,131229.18,11.395,Baixo Teor de Gordura,0.009878459000000001,Mercearia,47.6,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDD41,OUT013,156795.9,6.765,Regular,0.08718748800000001,Alimentos Congelados,105.53,1997,Grande,Nível 3,Supermercado Tipo 1
FDX44,OUT027,205199.56,12.857645184135977,Baixo Teor de Gordura,0.042758477,Frutas e Vegetais,88.42,1995,Médio,Nível 3,Supermercado Tipo 3
DRE48,OUT045,157661.44,8.43,Baixo Teor de Gordura,0.017360867000000002,Bebidas Não Alcoólicas,196.28,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDE16,OUT027,666865.28,12.857645184135977,Baixo Teor de Gordura,0.026216144,Alimentos Congelados,207.6,1995,Médio,Nível 3,Supermercado Tipo 3
FDO31,OUT046,143812.8,6.76,Regular,0.028982682000000003,Frutas e Vegetais,79.6,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDC26,OUT010,11118.86,10.195,Baixo Teor de Gordura,0.21153938900000002,Enlatados,110.99,2008,Desconhecido,Nível 3,Mercado
FDX51,OUT035,450213.96,9.5,Regular,0.022054553,Açougue,195.45,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDH10,OUT049,154998.24,21.0,Baixo Teor de Gordura,0.049381666000000005,Lanches,193.05,2009,Médio,Nível 1,Supermercado Tipo 1
FDB27,OUT045,157661.44,7.575,Baixo Teor de Gordura,0.05550245400000001,Laticínios,196.58,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDB21,OUT027,676719.12,12.857645184135977,Baixo Teor de Gordura,0.0,Frutas e Vegetais,242.99,1995,Médio,Nível 3,Supermercado Tipo 3
FDT20,OUT027,123572.48,12.857645184135977,Baixo Teor de Gordura,0.041194986,Frutas e Vegetais,39.12,1995,Médio,Nível 3,Supermercado Tipo 3
FDL13,OUT049,302939.0,13.85,Regular,0.056406129000000006,Café da Manhã,231.43,2009,Médio,Nível 1,Supermercado Tipo 1
FDJ02,OUT035,176570.16,17.2,Regular,0.025162022000000003,Enlatados,145.94,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDW02,OUT027,300408.96,12.857645184135977,Regular,0.037516862000000005,Laticínios,124.37,1995,Médio,Nível 3,Supermercado Tipo 3
FDG08,OUT045,377908.08,13.15,Regular,0.165694678,Frutas e Vegetais,171.88,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDI52,OUT035,147008.64,18.7,Baixo Teor de Gordura,0.104658344,Alimentos Congelados,121.21,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDG33,OUT010,17177.64,5.365,Regular,0.23473347700000002,Frutos do Mar,173.48,2008,Desconhecido,Nível 3,Mercado
FDC39,OUT035,373913.28,7.405,Baixo Teor de Gordura,0.159165324,Laticínios,207.13,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDU20,OUT013,132560.78,19.35,Regular,0.021439694000000002,Frutas e Vegetais,119.71,1997,Grande,Nível 3,Supermercado Tipo 1
FDZ13,OUT045,119844.0,7.84,Regular,0.15380627100000002,Enlatados,51.34,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCQ41,OUT035,390158.8,14.8,Baixo Teor de Gordura,0.019476708000000002,Mercearia,193.08,2014,Pequeno,Nível 2,Supermercado Tipo 1
DRA24,OUT035,343952.28,19.35,Regular,0.039920687,Bebidas Não Alcoólicas,163.39,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDO48,OUT046,486300.32,15.0,Regular,0.026840766000000002,Confeitaria,219.85,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDO23,OUT018,113452.32,17.85,Baixo Teor de Gordura,0.14702383400000002,Pães,93.74,2019,Médio,Nível 3,Supermercado Tipo 2
FDS51,OUT027,185758.2,12.857645184135977,Baixo Teor de Gordura,0.032024659000000004,Açougue,62.72,1995,Médio,Nível 3,Supermercado Tipo 3
FDU47,OUT010,28096.76,12.8,Regular,0.19056903800000002,Pães,138.78,2008,Desconhecido,Nível 3,Mercado
DRF03,OUT046,64982.08,19.1,Baixo Teor de Gordura,0.045308131,Laticínios,42.51,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDP23,OUT027,370118.22,12.857645184135977,Baixo Teor de Gordura,0.035414528,Pães,218.22,1995,Médio,Nível 3,Supermercado Tipo 3
FDT03,OUT017,275641.2,21.25,Baixo Teor de Gordura,0.01005532,Açougue,183.16,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDB45,OUT019,10453.06,12.857645184135977,Baixo Teor de Gordura,0.037345714,Frutas e Vegetais,106.53,1995,Pequeno,Nível 1,Mercado
FDB27,OUT046,571522.72,7.575,Baixo Teor de Gordura,0.055390121,Laticínios,195.28,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDA23,OUT017,151802.4,9.8,Baixo Teor de Gordura,0.047453947,Confeitaria,101.7,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCV18,OUT035,316255.0,6.775,Baixo Teor de Gordura,0.105225964,Cereais,84.22,2014,Pequeno,Nível 2,Supermercado Tipo 1
NCH43,OUT017,194147.28,8.42,Baixo Teor de Gordura,0.070968081,Cereais,215.92,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCX53,OUT013,354538.5,20.1,Baixo Teor de Gordura,0.014925407000000002,Mercearia,143.42,1997,Grande,Nível 3,Supermercado Tipo 1
FDK52,OUT045,677118.6,18.25,Baixo Teor de Gordura,0.07937949999999999,Alimentos Congelados,226.11,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDE51,OUT046,66912.9,5.925,Regular,0.09646733,Laticínios,42.81,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDT23,OUT046,194746.5,7.72,Regular,0.074731477,Pães,77.6,2007,Pequeno,Nível 1,Supermercado Tipo 1
NCE07,OUT010,42544.62,8.18,Baixo Teor de Gordura,0.02197698,Cereais,140.62,2008,Desconhecido,Nível 3,Mercado
DRF49,OUT045,56925.9,7.27,Baixo Teor de Gordura,0.071222087,Bebidas Não Alcoólicas,113.55,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCO05,OUT045,197076.8,7.27,Baixo Teor de Gordura,0.046653872000000006,Mercearia,98.64,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDP37,OUT017,244148.86,15.6,Baixo Teor de Gordura,0.14391541700000002,Café da Manhã,127.6,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDC03,OUT013,78031.76,8.575,Regular,0.071786706,Laticínios,193.38,1997,Grande,Nível 3,Supermercado Tipo 1
FDO50,OUT049,119444.52,16.25,Baixo Teor de Gordura,0.07829027100000001,Enlatados,93.18,2009,Médio,Nível 1,Supermercado Tipo 1
FDF20,OUT010,39415.36,12.85,Baixo Teor de Gordura,0.055603753000000006,Frutas e Vegetais,195.68,2008,Desconhecido,Nível 3,Mercado
FDE16,OUT049,458469.88,8.895,Baixo Teor de Gordura,0.026384672,Alimentos Congelados,209.0,2009,Médio,Nível 1,Supermercado Tipo 1
FDF56,OUT017,307865.92,16.7,Regular,0.120137953,Frutas e Vegetais,181.3,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDQ40,OUT049,298811.04,11.1,Regular,0.036083537,Alimentos Congelados,175.47,2009,Médio,Nível 1,Supermercado Tipo 1
FDL33,OUT035,234894.24,7.235,Baixo Teor de Gordura,0.0,Lanches,197.25,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDJ55,OUT018,247544.44,12.8,Regular,0.023626808000000003,Açougue,223.24,2019,Médio,Nível 3,Supermercado Tipo 2
FDU23,OUT045,379772.32,12.15,Baixo Teor de Gordura,0.02176755,Pães,164.62,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDY04,OUT049,212057.3,17.7,Regular,0.042542484000000005,Alimentos Congelados,161.92,2009,Médio,Nível 1,Supermercado Tipo 1
FDY03,OUT019,67512.12,12.857645184135977,Regular,0.133279499,Açougue,112.62,1995,Pequeno,Nível 1,Mercado
FDB16,OUT049,130829.7,8.21,Baixo Teor de Gordura,0.044995631,Laticínios,89.22,2009,Médio,Nível 1,Supermercado Tipo 1
FDI22,OUT027,731714.2,12.857645184135977,Baixo Teor de Gordura,0.095746519,Lanches,208.66,1995,Médio,Nível 3,Supermercado Tipo 3
DRH25,OUT010,5193.24,18.7,Baixo Teor de Gordura,0.02442574,Bebidas Não Alcoólicas,52.93,2008,Desconhecido,Nível 3,Mercado
NCS53,OUT027,602149.52,12.857645184135977,Baixo Teor de Gordura,0.089343433,Mercearia,157.36,1995,Médio,Nível 3,Supermercado Tipo 3
FDX57,OUT046,184692.92,17.25,Regular,0.047266211,Lanches,97.01,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDH48,OUT049,121175.6,13.5,Baixo Teor de Gordura,0.0,Confeitaria,84.65,2009,Médio,Nível 1,Supermercado Tipo 1
FDK55,OUT017,80295.48,18.5,Baixo Teor de Gordura,0.025907416000000003,Açougue,87.72,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDJ26,OUT046,192349.62,15.3,Regular,0.084765192,Enlatados,215.02,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDV43,OUT017,71373.76,16.0,Baixo Teor de Gordura,0.077290355,Frutas e Vegetais,44.51,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDD51,OUT019,9054.88,12.857645184135977,Baixo Teor de Gordura,0.21002171300000003,Laticínios,44.27,1995,Pequeno,Nível 1,Mercado
NCK06,OUT010,12117.56,5.03,Baixo Teor de Gordura,0.014472516000000001,Cereais,122.08,2008,Desconhecido,Nível 3,Mercado
FDC28,OUT017,162788.1,7.905,Baixo Teor de Gordura,0.0,Alimentos Congelados,109.13,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDO23,OUT027,226904.64,12.857645184135977,Baixo Teor de Gordura,0.14571827,Pães,94.34,1995,Médio,Nível 3,Supermercado Tipo 3
FDB17,OUT045,325975.68,13.15,Baixo Teor de Gordura,0.036746479000000005,Alimentos Congelados,181.3,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDK24,OUT018,40746.96,9.195,Baixo Teor de Gordura,0.0,Confeitaria,43.67,2019,Médio,Nível 3,Supermercado Tipo 2
FDD11,OUT013,227703.6,12.85,Baixo Teor de Gordura,0.030591255,Alimentos Ricos em Amido,251.4,1997,Grande,Nível 3,Supermercado Tipo 1
FDA25,OUT046,103199.0,16.5,Regular,0.06812575600000001,Enlatados,101.2,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDW31,OUT018,218981.62,11.35,Regular,0.043333912,Frutas e Vegetais,201.07,2019,Médio,Nível 3,Supermercado Tipo 2
FDY14,OUT035,660806.5,10.3,Baixo Teor de Gordura,0.070026951,Laticínios,263.62,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDX21,OUT049,229301.52,7.05,Baixo Teor de Gordura,0.08509812,Lanches,108.29,2009,Médio,Nível 1,Supermercado Tipo 1
FDK22,OUT045,194746.5,9.8,Baixo Teor de Gordura,0.026139404,Lanches,216.78,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDQ10,OUT013,293151.74,12.85,Baixo Teor de Gordura,0.03315162,Lanches,170.64,1997,Grande,Nível 3,Supermercado Tipo 1
FDU46,OUT027,207729.6,12.857645184135977,Regular,0.011072421,Lanches,85.35,1995,Médio,Nível 3,Supermercado Tipo 3
FDO37,OUT013,254135.86,8.06,Baixo Teor de Gordura,0.021358889000000002,Café da Manhã,232.33,1997,Grande,Nível 3,Supermercado Tipo 1
FDK09,OUT010,45807.04,15.2,Baixo Teor de Gordura,0.153592956,Lanches,228.04,2008,Desconhecido,Nível 3,Mercado
FDX37,OUT017,269649.0,16.2,Baixo Teor de Gordura,0.063385859,Enlatados,98.17,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCO30,OUT049,330769.44,19.5,Baixo Teor de Gordura,0.015749341,Cereais,182.26,2009,Médio,Nível 1,Supermercado Tipo 1
FDT25,OUT018,257265.12,7.5,Baixo Teor de Gordura,0.050957715,Enlatados,122.41,2019,Médio,Nível 3,Supermercado Tipo 2
NCI30,OUT045,197076.8,20.25,Baixo Teor de Gordura,0.059055045,Cereais,247.35,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDG05,OUT046,297279.7,11.0,Regular,0.087847141,Alimentos Congelados,156.86,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDP25,OUT049,480441.28,15.2,Baixo Teor de Gordura,0.021240491,Enlatados,216.98,2009,Médio,Nível 1,Supermercado Tipo 1
FDY34,OUT049,182362.62,10.5,Regular,0.010998932000000001,Lanches,164.38,2009,Médio,Nível 1,Supermercado Tipo 1
FDS33,OUT046,239088.78,6.67,Regular,0.123428594,Lanches,89.15,2007,Pequeno,Nível 1,Supermercado Tipo 1
